Name	Underarm_01	Underarm_02	Underarm_03	Underarm_04	Underarm_05	Underarm_06	Underarm_07	Underarm_08	Underarm_09	Underarm_10	Underarm_11	Underarm_12	Underarm_13	Underarm_14	Underarm_15	Underarm_16	Underarm_17	Underarm_18	Underarm_19	Underarm_20
Corynebacterium_jeikeium	0	0	0	0	0	0	0	0.003272631	0.000260462	0.022575518	1.16E-05	0	0	0.000169882	0.000883021	0	0	0	0.001805144	0.000102007
Salinivibrio_sp_DV	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001260127	0	0	0	0	6.02E-05
Oceanospirillum_multiglobuliferum	0.017343793	0.008866797	0.058740457	0.004803909	0.022608718	0.153255547	0.010595104	0.020034922	0.008002018	0.033676926	0.063280948	0.072129254	0.061366611	0.002367871	0.08619525	0.022667787	0.042230019	0.066548331	0.00502613	0.002672662
Corynebacterium_sp_YIM_101343	0	0	0	0	0	0	0	0	0	0	0	0	0	3.95E-05	0	0	0	0	0	0
Corynebacterium_sp_CMW7794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.22E-05	0
Brachybacterium_paraconglomeratum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83E-05
Dietzia_timorensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000893902	0	0	0	0	0
Aquabacterium_commune	0	0	0	9.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000198399	0	0.00034597	0
Alishewanella_aestuarii	0.001285495	0	0	0.000188261	0	0.000107869	0.001797481	0	0	0	0.004568211	0	0	1.01E-05	0.0068846	0	0	0	0	0
Rahnella_sp_ERMR1_05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000209958	0.000196567	0	0	0	0
Tardiphaga_sp_YR296	0.00015056	9.86E-05	0	0	0	0	0	0	0	0	0.000919712	0	0	0	0	0	0	0	0	0
Amycolatopsis_palatopharyngis	0	5.27E-05	0.000326933	0	0	0	0	0	0	0.000486079	0	0.001237014	0	0	0.000272508	0	0	0	4.24E-05	0
Polynucleobacter_difficilis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.86E-05
Albimonas_pacifica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.22E-05
Atopobium_vaginae	0	0	0	0	0	0	0	0	0.001556824	0	0	0	0	0	0	0	0	0	0	0
Acidovorax_sp_RAC01	0	0	0	0	0	0	0	0	0	0.000531904	0.000940038	0	0	0	0.000466732	0	0	0	0	0
Paracoccus_yeei	0	0.000426847	0	5.47E-05	0	0	0	0	0	0.001131463	0	0	0	0	0.006858418	0	0	0.000886046	0.0003523	0.000207956
Ensifer_sp_ZNC0028	0	0	0	0	6.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bosea_sp_WAO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp_WZY_27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.26E-05
Clostridium_beijerinckii	0.000110202	5.08E-05	0	1.45E-05	0	0.000443869	2.89E-05	6.49E-05	0	0.000120291	0	0	0	2.18E-05	0.000134486	3.89E-05	9.00E-05	0	0	0
Bacillus_coagulans	0	0	0	0	0	0	0	0	0	0	0	0	0	4.05E-05	0	0	0	0	0	0
Bacillus_cereus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium_ihuae	0	9.77E-05	0	0	0	0	0	0.001806528	0	0.000313089	0	0	0	0	0.000138299	0	0	0	0.000131929	0.000122188
Pseudomonas_mendocina	0	0.000156135	0	0	1.35E-05	0	0	0	0	0	0	2.30E-05	0	0	7.22E-05	0	0	0	0	0
Pseudomonas_oleovorans	6.74E-05	0.000304132	0.000716359	0.000110637	0	0.00054859	0	7.00E-05	0	0.000175278	0	0.000556444	8.22E-05	3.95E-05	0.000401006	0.000136051	0.000126411	9.65E-05	5.82E-05	0
Pseudomonas_putida	0	0	0.000359567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Xanthomonadaceae_bacterium_P	0	0	0	1.98E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paracoccus_siganidrum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cedecea_davisae	0	0	0	0	0	0	0	0.000353855	0	0	0	0	0	1.18E-05	0.000337717	0	0	0	0	3.06E-05
Paraburkholderia_tropica	0.000331119	0	0	5.65E-05	0.000107761	0	0	0	0.000166964	0.000275775	0.000764942	0.000784422	0	1.53E-05	0	4.77E-05	0.000541078	0.001550068	2.48E-05	0
Sphingomonas_laterariae	0	0	0	0	0	0	0	0	0	0	0	1.58E-05	0	0	0	0	0	0	0	0
Diaphorobacter_sp_LR2014_1	0	0	0	0	0	0	5.51E-05	0	0	0	0	0	0	0	0	2.18E-05	1.94E-05	0	0	0
Corynebacterium_tuberculostearicum	0.003277745	0.001850574	0.004324969	0.015396289	0.009851182	0.000629086	0.003666112	0.005761937	0.001249965	0.03054191	4.43E-05	0.011957066	0.000506085	0.027444775	0.00781091	0.029387316	0.015717763	0.011325998	0.007011799	0.029191473
Corynebacterium_pseudogenitalium	0.005720971	0.001254835	0.018137595	0.013485641	0.007172468	0.000792174	0.005573343	0.00213342	0.000629182	0.049093816	7.43E-05	0.000482273	0.000552699	0.030332442	0.005619521	0.034230206	0.013449208	0.024263318	0.008464372	0.035680541
Corynebacterium_mycetoides	0	0.00076137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacillales_bacterium	0	0	0	1.01E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Enterococcus_dispar	0.006323077	0	0.020027645	0	0.011530364	0.068495084	0.006608992	0.009491738	0	0.023497022	0.023439733	0.017876255	0.01273869	0.00141234	0.038529355	0.015141614	0.011998055	0.025344227	0.002608406	0
Enterococcus_cecorum	0.003155312	0	0	0.00013599	1.93E-05	0	0.001685926	0.001876051	0	0.003711066	0.003487306	0.050296209	0.007856431	0.000130183	0.003975217	0.003596387	0.00258	0.003420676	0.000716298	0.000142207
Corynebacterium_frankenforstense	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.92E-05	0
Gordonia_jacobaea	0	0	0	0	0	0	0	0	0	0	0.000326709	0	0	0	0	9.37E-05	0	0	0	0
Corynebacterium_kefirresidentii	0.001436962	0.006070677	0.00481247	0.002415329	0.008829718	0.000808457	0.005213442	0.110972137	0.000853916	0.01201808	0	0.005256117	0.007229788	0.010802788	0.00424184	0.005635394	0.002971972	0.023765923	0.02333386	0.008588209
Sphingomonas_sp_CF311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77E-05	0
Primorskyibacter_sp_SS33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonas_sp_OV641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00019392	7.38E-05
Brevibacterium_sp_S111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.12E-05
Dermacoccus_sp_CCH2_D9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006569231	0	0	0	0	0
Corynebacterium_sp_HMSC05H05	1.14E-05	0	0	0	0.002454871	0	0.00050368	0	0.000829209	0.022766265	0	0	0	9.51E-05	0	0	0	0	0.007698638	0.000206351
Rothia_sp_ND6WE1A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000330587
Nocardia_farcinica	0	0.00067511	0	0.000196694	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33E-05	0.007468373	0
Acetobacteraceae_bacterium_DB1506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.67E-05	1.69E-05
Acidovorax_sp_JS42	4.88E-05	0	0.00082738	2.76E-05	0	0.000329615	0	0.000130067	8.52E-05	0	0	0.001263868	4.47E-05	0	0.000280104	2.13E-05	2.73E-05	5.73E-05	2.88E-05	1.23E-05
Corynebacterium_cystitidis	0	0	0	0	0	0	0	0.002115093	0	0	0	0	0	0	0	0	0	0	0	0
Corynebacterium_bouchesdurhonense	1.36E-05	0.001603612	0	0.000209078	0	0.000114967	0.000146793	0.028962107	0	0.002937267	0	0	0	0.000215702	0	0	0	0	0.000524729	0
Escherichia_coli	0	0.001381229	0.023855646	0.00085354	0	0	0.00489417	0.006457264	0.001404526	0	0.003048519	0.018329557	0.004568227	0	0.004417472	0.002472659	0.002866414	0.012450352	0.000904118	0.000122867
Lactobacillus_gasseri	0.000143683	0.000108679	0.000187341	2.41E-05	2.51E-05	0.000494585	3.55E-05	6.94E-05	2.06E-05	0.000114447	9.89E-05	0.000543513	0	2.71E-05	0.000168501	4.23E-05	0.00011505	9.75E-05	3.45E-05	1.46E-05
Anaerococcus_octavius	6.85E-05	0.009135074	0.000417474	0.010033138	0.008763777	0.00117813	0.018114654	0.008953365	0.004369705	0	0	0	0.000339849	0.020916041	0.000291771	0.022836886	0.066643057	0.000171065	0	0.002159122
Bordetella_trematum	0.000329515	0.000215571	0	3.07E-05	0	0	0	0	0	0	0	0	0	0	0.000252941	0	0	0	0	0
Brachybacterium_sp_HMSC06H03	0	0	0	0	0	0	0.000312811	0.005830978	0	0	0	0	0	0	0	0	0	0	0	9.92E-05
Staphylococcus_petrasii	0	0	0	0	0	0	0	4.28E-05	0.009407378	0	0	0	0	0	0	0	0	0	0	0
Tepidimonas_taiwanensis	0	0	0	0	0	0	0	0	3.64E-05	0	0	0	0	0	0.001196739	0	0	0	0	0
Luteimonas_huabeiensis	0	0	0	0	0.000138443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Propionibacterium_sp_Marseille_P5998	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000971837	0.042461194	0	0.017590734	0	0	0
Rothia_kristinae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003065672	0	0	5.19E-05	0	0
Brevundimonas_sp_357	0	0	1.41E-05	0	0	0	0	0	0	7.14E-05	0	0	0	0	0	0	0	0	0	0
Cutibacterium_acnes	0.010204073	0	0.195793131	0	0.148325891	0.116599921	0	0.033789629	0.043280288	0.021676058	0	0.040661973	0	0.203335232	0.034927864	0.003656508	0.006345388	0.554955241	0.015702718	0
Enterococcus_devriesei	0.005829296	0.002422496	0.021057059	0.001544168	0.005890357	0.080734643	0.004649287	0.006571907	0.00144673	0.014061268	0.031182499	0.043281822	0.050381494	0.00050984	0.01858633	0.007134445	0.023306016	0.015817141	0.001158995	0.000787776
Comamonas_thiooxydans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104418	0	0	0	0
Nesterenkonia_sp_F	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67E-05
Brevibacterium_paucivorans	0	0	0	0	0.001441979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moraxella_osloensis	0.037342307	0.032001394	0.007383478	0.000999345	0.005247983	0.005948665	0.075928874	0.043067952	0.004335947	0.025354206	0.014686937	0.162591906	0.000338657	0.001783242	0.059553488	0.008319289	0.009793601	0.027356827	0.013764535	0.017825284
Uruburuella_suis	0.022885908	0.013187267	0.111182513	0.006142123	0.033462023	0.196576014	0.029765114	0.019344334	0.007311376	0.062488321	0.081145864	0.209125301	0.084604327	0.003063547	0.100430758	0.033969873	0.061619218	0.071558008	0.008107216	0.003995003
Paracoccus_sp_SY	0	0	0	0	0	0	0	0	0	0	0	0	0	1.20E-05	0.00044806	0	0	0	0.000471373	0
Sphingomonas_sp_IBVSS2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000266498	0.000294376	0	0	0	0
Methylobacterium_sp_MB200	0.000396387	0	0	0	0.000202083	0	0	0	0	0	0.000205507	0	0	0	0.002653049	6.68E-05	0	0.000164385	0.000141216	4.12E-05
Paracoccus_sediminis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Deinococcus_radiodurans	5.91E-05	3.43E-05	5.88E-05	0	1.35E-05	0.000272691	1.24E-05	3.10E-05	0	4.28E-05	3.89E-05	0.000240179	2.88E-05	0	7.38E-05	1.79E-05	3.59E-05	3.61E-05	1.63E-05	0
Lysobacter_sp_N42	3.90E-05	3.64E-05	9.82E-05	7.61E-05	3.19E-05	0.000307845	1.79E-05	3.84E-05	1.25E-05	5.23E-05	4.30E-05	0.000242936	4.45E-05	1.22E-05	0.000119434	3.33E-05	5.76E-05	4.93E-05	6.17E-05	0
Aquimixticola_soesokkakensis	0	0	0	0	0	0	0	0	0	0.000493809	0	0	0	1.49E-05	0	0	0	0	0	0
Acinetobacter_sp_CIP_102129	0	0	0	3.26E-05	0	0	0	0	0	0	0	0	0	0	0.004282141	0	0	0	0	0
Prevotella_timonensis	0.00186224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudomonas_sp_1_7	0	0	0	8.56E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brevibacterium_mcbrellneri	0	0	0	0	0.000374261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora_sp_HM5_17	0	0	0	0	0	0	0.000867075	0	0	0	0	0	0	8.32E-05	0	0	0	0	0	0
Neisseria_meningitidis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinomyces_massiliensis	0	0	0	4.26E-05	0	0	0	0	0	0	0	0	0	0	0.000464653	0	0	0	0	0
Dermacoccus_sp_Ellin185	0	0	0	0	0	0	0	0.003184217	0	0	0	0	0	0	0.005183352	0	0	0	0	0.000293201
Gordonia_sp_CNJ_863	0	0	0	0	0.000171713	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000183627	0
Serratia_symbiotica	1.84E-05	2.96E-05	0.001049419	0.025552508	4.95E-05	0.000330085	0	1.36E-05	0	3.61E-05	0.000139692	0.000127371	1.68E-05	0	5.34E-05	1.07E-05	1.54E-05	2.34E-05	7.69E-05	0
Acinetobacter_baumannii	0.000231127	0.00949651	0.002292692	0	0.000575456	0.000725844	0.001014628	7.44E-05	2.88E-05	0	0	0.004296249	0	9.35E-05	0.00153364	5.07E-05	8.43E-05	0	0.004174849	0.000425722
Nocardioides_sp_BGMRC_2183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.27E-05	0
Acinetobacter_sp_MDS7A	0	0	0	0	0	0	0.003448383	0.004117132	0	0	0	0	0	0	0	0	0	0	0	0
Ewingella_americana	0	0	0	0	0	0	0	0	0	9.96E-05	0	0	0	0	0.000490534	0.000210627	0	0	0	0
Enterococcus_viikkiensis	0	0	0	0	1.74E-05	0	0	0	0	0.001468101	0	0.000155043	0	0	0.001097607	0.000398263	0	0	0.000154922	7.07E-05
Alishewanella_agri	0	0.002859504	0.000102554	0.000885861	0	0	0	0	0	0	0	0	0	0	0.00690056	0	0	0	0	0
